,id,Покупательская активность,Тип сервиса,Разрешить сообщать,Маркет_актив_6_мес,Маркет_актив_тек_мес,Длительность,Акционные_покупки,Популярная_категория,Средний_просмотр_категорий_за_визит,Неоплаченные_продукты_штук_квартал,Ошибка_сервиса,Страниц_за_визит
572,215920,Снизилась,стандарт,нет,5.3,4,585,0.21,Кухонная посуда,2,1,5,12
573,215921,Снизилась,стандарт,нет,3.6,3,744,0.17,Товары для детей,2,1,4,15
574,215922,Снизилась,стандарт,да,4.1,5,846,0.15,Косметика и аксесуары,4,3,1,9
575,215923,Снизилась,премиум,да,3.8,3,724,0.26,Косметика и аксесуары,1,0,4,13
576,215924,Снизилась,стандарт,нет,3.6,4,826,0.3,Товары для детей,2,0,1,12
577,215925,Снизилась,стандарт,нет,4.9,4,450,0.27,Мелкая бытовая техника и электроника,2,2,4,13
578,215926,Снизилась,премиум,да,4.2,5,439,0.25,Товары для детей,2,1,4,5
579,215927,Снизилась,стандарт,да,5.2,4,801,0.99,Кухонная посуда,2,1,4,9
580,215928,Снизилась,стандарт,да,5.2,4,586,0.16,Домашний текстиль,2,4,3,18
581,215929,Снизилась,премиум,да,4.0,4,599,0.15,Товары для детей,2,8,4,7
582,215930,Снизилась,премиум,да,5.5,5,1025,0.11,Домашний текстиль,1,4,5,12
583,215931,Снизилась,стандарт,нет,4.9,4,302,0.19,Кухонная посуда,1,5,3,7
584,215932,Снизилась,стандарт,нет,5.3,4,238,0.28,Товары для детей,1,5,2,4
585,215933,Снизилась,стандарт,да,4.6,4,316,0.95,Косметика и аксесуары,2,5,6,13
586,215934,Снизилась,стандарт,нет,5.5,4,147,0.99,Мелкая бытовая техника и электроника,1,2,3,7
587,215935,Снизилась,стандарт,да,5.3,4,352,0.13,Товары для детей,1,7,3,10
588,215936,Снизилась,стандарт,да,3.9,3,567,0.24,Техника для красоты и здоровья,2,4,7,7
589,215937,Снизилась,премиум,да,4.1,5,744,0.16,Косметика и аксесуары,1,2,5,11
590,215938,Снизилась,стандарт,да,5.2,3,591,0.18,Техника для красоты и здоровья,2,1,4,17
591,215939,Снизилась,стандарт,да,2.6,3,966,0.21,Товары для детей,3,1,6,9
592,215940,Снизилась,премиум,да,5.7,5,903,0.99,Косметика и аксесуары,2,8,6,12
593,215941,Снизилась,стандарт,да,3.3,5,157,0.13,Домашний текстиль,3,6,5,11
594,215942,Прежний уровень,премиум,да,4.1,4,575,0.25,Техника для красоты и здоровья,5,3,5,13
595,215943,Прежний уровень,стандарт,нет,3.3,5,129,0.24,Техника для красоты и здоровья,4,1,3,8
596,215944,Прежний уровень,стандарт,нет,4.1,4,497,0.28,Техника для красоты и здоровья,3,1,5,15
597,215945,Прежний уровень,премиум,да,4.0,3,1007,0.23,Кухонная посуда,2,3,6,7
598,215946,Прежний уровень,стандарт,да,5.5,4,551,0.3,Косметика и аксесуары,5,5,4,6
599,215947,Прежний уровень,премиум,да,3.5,4,436,0.19,Домашний текстиль,5,2,1,19
600,215948,Прежний уровень,стандарт,да,5.5,4,829,0.18,Товары для детей,3,0,5,5
601,215949,Прежний уровень,стандарт,да,3.6,5,928,0.12,Домашний текстиль,6,0,6,8
602,215950,Прежний уровень,стандарт,да,3.9,5,827,0.25,Мелкая бытовая техника и электроника,6,1,4,8
603,215951,Прежний уровень,стандарт,да,5.5,3,473,0.13,Домашний текстиль,6,1,3,10
604,215952,Прежний уровень,стандарт,да,4.9,4,869,0.24,Мелкая бытовая техника и электроника,3,1,4,8
605,215953,Прежний уровень,стандарт,да,4.1,3,681,0.21,Техника для красоты и здоровья,2,2,3,8
606,215954,Прежний уровень,стандарт,да,4.3,3,1039,0.13,Мелкая бытовая техника и электроника,4,0,6,7
607,215955,Прежний уровень,стандарт,да,4.4,5,404,0.21,Товары для детей,5,3,4,12
608,215956,Прежний уровень,стандарт,да,3.2,4,1027,0.14,Товары для детей,3,1,4,13
609,215957,Прежний уровень,стандарт,нет,4.4,4,867,0.28,Косметика и аксесуары,5,0,7,9
610,215958,Прежний уровень,премиум,да,4.0,5,692,0.15,Кухонная посуда,3,2,2,12
611,215959,Прежний уровень,стандарт,да,3.6,3,825,0.2,Домашний текстиль,5,1,4,10
612,215960,Прежний уровень,стандарт,да,5.5,4,724,0.25,Техника для красоты и здоровья,5,3,6,6
613,215961,Прежний уровень,стандарт,нет,3.3,5,544,0.21,Кухонная посуда,2,1,6,6
614,215962,Прежний уровень,премиум,да,5.2,4,899,0.23,Товары для детей,2,4,8,12
615,215963,Прежний уровень,премиум,да,4.6,3,702,0.17,Мелкая бытовая техника и электроника,3,3,5,15
616,215964,Прежний уровень,стандарт,да,5.7,4,228,0.23,Техника для красоты и здоровья,4,0,4,10
617,215965,Прежний уровень,стандарт,нет,5.5,5,512,0.17,Косметика и аксесуары,4,0,5,6
618,215966,Прежний уровень,стандарт,да,4.7,3,730,0.2,Техника для красоты и здоровья,2,1,4,7
619,215967,Прежний уровень,стандарт,нет,4.1,3,775,0.15,Косметика и аксесуары,4,2,4,4
620,215968,Прежний уровень,стандарт,да,4.9,5,574,0.28,Косметика и аксесуары,4,5,5,5
621,215969,Прежний уровень,стандарт,да,4.1,5,132,0.28,Техника для красоты и здоровья,5,2,3,8
622,215970,Прежний уровень,стандарт,да,3.6,4,659,0.21,Домашний текстиль,5,4,4,14
623,215971,Прежний уровень,стандарт,да,5.2,4,491,0.17,Мелкая бытовая техника и электроника,3,2,2,8
624,215972,Прежний уровень,стандарт,да,4.3,5,979,0.13,Мелкая бытовая техника и электроника,4,3,6,14
625,215973,Прежний уровень,стандарт,нет,3.9,4,980,0.15,Мелкая бытовая техника и электроника,2,1,7,4
626,215974,Прежний уровень,стандарт,да,5.1,4,458,0.2,Домашний текстиль,5,1,6,13
627,215975,Прежний уровень,стандарт,нет,3.8,3,646,0.21,Мелкая бытовая техника и электроника,4,1,7,9
628,215976,Прежний уровень,стандарт,да,3.3,4,565,0.24,Товары для детей,3,3,7,8
629,215977,Прежний уровень,премиум,нет,3.5,5,161,0.14,Кухонная посуда,2,1,5,8
630,215978,Прежний уровень,премиум,да,4.9,5,676,0.18,Косметика и аксесуары,3,1,7,9
631,215979,Прежний уровень,стандарт,нет,3.3,3,150,0.14,Домашний текстиль,5,1,1,14
632,215980,Прежний уровень,стандарт,да,4.7,4,131,0.16,Товары для детей,4,4,0,9
633,215981,Прежний уровень,стандарт,да,3.8,4,302,0.16,Товары для детей,5,1,5,8
634,215982,Прежний уровень,стандарт,да,3.5,4,426,0.14,Косметика и аксесуары,6,3,2,7
635,215983,Прежний уровень,стандарт,нет,4.2,4,160,0.17,Товары для детей,4,5,3,5
636,215984,Прежний уровень,стандарт,да,4.1,4,913,0.28,Кухонная посуда,2,2,4,7
637,215985,Прежний уровень,стандарт,да,5.5,5,541,0.17,Мелкая бытовая техника и электроника,4,1,6,5
638,215986,Прежний уровень,стандарт,да,4.9,4,203,0.11,Товары для детей,5,2,4,14
639,215987,Прежний уровень,премиум,да,3.3,4,736,0.23,Косметика и аксесуары,2,4,5,12
640,215988,Прежний уровень,стандарт,да,4.4,3,910,0.11,Техника для красоты и здоровья,2,1,5,15
641,215989,Прежний уровень,стандарт,да,4.7,4,529,0.24,Мелкая бытовая техника и электроника,4,1,0,11
642,215990,Прежний уровень,стандарт,да,4.7,4,826,0.16,Техника для красоты и здоровья,2,2,6,12
643,215991,Прежний уровень,стандарт,да,5.8,4,713,0.3,Косметика и аксесуары,4,5,5,8
644,215992,Прежний уровень,премиум,да,4.2,4,1003,0.17,Техника для красоты и здоровья,4,2,7,11
645,215993,Прежний уровень,стандарт,да,4.7,4,673,0.26,Косметика и аксесуары,3,2,5,8
646,215994,Прежний уровень,стандарт,да,5.1,5,312,0.11,Техника для красоты и здоровья,2,4,6,14
647,215995,Прежний уровень,стандарт,да,5.3,5,348,0.14,Товары для детей,4,4,6,14
648,215996,Прежний уровень,премиум,да,4.4,3,807,0.14,Мелкая бытовая техника и электроника,5,1,3,9
649,215997,Прежний уровень,премиум,да,5.5,4,466,0.16,Товары для детей,3,4,1,13
650,215998,Прежний уровень,премиум,да,4.4,4,959,0.13,Мелкая бытовая техника и электроника,6,1,3,6
651,215999,Прежний уровень,стандарт,да,4.3,3,768,0.18,Кухонная посуда,3,0,3,9
652,216000,Прежний уровень,стандарт,да,3.3,5,372,0.25,Кухонная посуда,2,2,5,8
653,216001,Прежний уровень,премиум,да,5.3,3,973,0.17,Домашний текстиль,4,2,4,11
654,216002,Прежний уровень,стандарт,да,4.9,4,435,0.23,Косметика и аксесуары,3,2,5,7
655,216003,Прежний уровень,премиум,да,5.5,5,913,0.25,Кухонная посуда,3,1,7,10
656,216004,Прежний уровень,стандарт,нет,3.5,3,635,0.16,Техника для красоты и здоровья,4,1,9,9
657,216005,Прежний уровень,стандарт,да,4.3,3,791,0.11,Товары для детей,5,1,4,10
658,216006,Прежний уровень,стандарт,нет,4.9,3,248,0.3,Техника для красоты и здоровья,3,3,0,15
659,216007,Прежний уровень,стандарт,да,5.5,4,920,0.3,Техника для красоты и здоровья,3,1,8,10
660,216008,Прежний уровень,стандарт,да,6.1,4,953,0.26,Домашний текстиль,5,2,5,10
661,216009,Прежний уровень,стандарт,да,3.3,4,965,0.21,Косметика и аксесуары,2,1,2,5
662,216010,Прежний уровень,стандарт,да,4.9,3,907,0.16,Домашний текстиль,4,1,5,9
663,216011,Прежний уровень,премиум,да,5.6,4,793,0.21,Домашний текстиль,5,2,1,11
664,216012,Прежний уровень,премиум,да,4.9,3,576,0.44,Кухонная посуда,3,0,2,9
665,216013,Прежний уровень,стандарт,нет,6.1,3,312,0.47,Домашний текстиль,3,1,2,12
666,216014,Прежний уровень,стандарт,да,4.2,4,382,0.25,Мелкая бытовая техника и электроника,5,1,5,8
667,216015,Прежний уровень,стандарт,да,5.4,3,629,0.21,Домашний текстиль,6,1,6,6
668,216016,Прежний уровень,стандарт,да,4.1,3,495,0.16,Мелкая бытовая техника и электроника,3,3,5,8
669,216017,Прежний уровень,стандарт,да,5.5,4,493,0.25,Товары для детей,3,3,4,8
670,216018,Прежний уровень,стандарт,нет,3.3,4,304,0.15,Мелкая бытовая техника и электроника,5,3,4,5
671,216019,Прежний уровень,стандарт,да,5.2,4,746,0.16,Техника для красоты и здоровья,3,3,4,9
672,216020,Прежний уровень,стандарт,нет,5.1,5,272,0.28,Товары для детей,5,4,3,13
673,216021,Прежний уровень,премиум,нет,3.9,4,485,0.28,Техника для красоты и здоровья,2,0,5,12
674,216022,Прежний уровень,стандарт,да,4.5,4,662,0.16,Домашний текстиль,4,2,3,13
675,216023,Прежний уровень,стандарт,да,4.9,5,271,0.3,Товары для детей,6,5,5,5
676,216024,Прежний уровень,стандарт,да,2.6,4,389,0.17,Домашний текстиль,2,2,6,7
677,216025,Прежний уровень,стандарт,да,3.3,5,307,0.24,Товары для детей,6,4,4,10
678,216026,Прежний уровень,стандарт,нет,2.6,3,639,0.23,Домашний текстиль,3,2,7,9
679,216027,Прежний уровень,стандарт,нет,5.3,4,403,0.3,Домашний текстиль,4,2,9,11
680,216028,Прежний уровень,премиум,да,5.6,4,775,0.28,Домашний текстиль,5,3,3,16
681,216029,Прежний уровень,стандарт,да,3.9,5,370,0.16,Товары для детей,4,2,4,11
682,216030,Прежний уровень,стандарт,да,3.3,4,475,0.26,Мелкая бытовая техника и электроника,3,1,5,7
683,216031,Прежний уровень,премиум,да,4.9,3,570,0.2,Домашний текстиль,4,1,3,3
684,216032,Прежний уровень,стандарт,нет,5.5,4,628,0.33,Товары для детей,3,1,4,8
685,216033,Прежний уровень,стандарт,да,5.4,4,387,0.11,Техника для красоты и здоровья,2,2,6,11
686,216034,Прежний уровень,стандарт,да,3.9,4,735,0.17,Мелкая бытовая техника и электроника,3,0,8,8
687,216035,Прежний уровень,премиум,нет,3.8,4,570,0.14,Товары для детей,2,1,2,13
688,216036,Прежний уровень,стандарт,нет,4.3,4,671,0.3,Техника для красоты и здоровья,5,2,8,11
689,216037,Прежний уровень,стандарт,да,4.4,4,558,0.14,Косметика и аксесуары,6,2,1,11
690,216038,Прежний уровень,премиум,нет,4.1,5,179,0.26,Товары для детей,3,2,2,12
691,216039,Прежний уровень,премиум,да,4.2,4,919,0.14,Домашний текстиль,3,2,5,20
692,216040,Прежний уровень,стандарт,да,6.6,5,556,0.16,Техника для красоты и здоровья,5,4,5,15
693,216041,Прежний уровень,стандарт,нет,2.6,4,498,0.16,Мелкая бытовая техника и электроника,3,4,1,10
694,216042,Прежний уровень,стандарт,да,3.8,4,168,0.24,Товары для детей,6,3,2,10
695,216043,Прежний уровень,стандарт,да,4.0,4,577,0.25,Товары для детей,3,3,2,14
696,216044,Прежний уровень,стандарт,да,5.5,4,347,0.13,Мелкая бытовая техника и электроника,3,5,6,5
697,216045,Прежний уровень,стандарт,да,5.6,5,190,0.15,Домашний текстиль,3,3,3,17
698,216046,Прежний уровень,премиум,да,5.5,4,170,0.28,Домашний текстиль,4,5,3,11
699,216047,Прежний уровень,премиум,да,3.9,4,572,0.14,Мелкая бытовая техника и электроника,4,2,2,6
700,216048,Прежний уровень,стандарт,да,5.2,5,153,0.14,Техника для красоты и здоровья,6,3,3,9
701,216049,Прежний уровень,стандарт,да,5.0,4,908,0.16,Домашний текстиль,4,3,0,9
702,216050,Прежний уровень,стандарт,нет,5.1,3,613,0.27,Домашний текстиль,4,1,3,12
703,216051,Прежний уровень,премиум,нет,4.4,4,486,0.12,Мелкая бытовая техника и электроника,3,1,2,11
704,216052,Прежний уровень,стандарт,да,4.3,4,925,0.13,Мелкая бытовая техника и электроника,3,0,5,10
705,216053,Прежний уровень,стандарт,да,5.3,4,524,0.11,Товары для детей,5,3,5,6
706,216054,Прежний уровень,стандарт,нет,5.0,5,259,0.13,Домашний текстиль,3,3,4,9
707,216055,Прежний уровень,стандарт,да,4.4,3,600,0.13,Товары для детей,3,0,4,10
708,216056,Прежний уровень,премиум,да,4.6,4,871,0.39,Мелкая бытовая техника и электроника,5,2,2,10
709,216057,Прежний уровень,стандарт,нет,5.5,4,765,0.14,Товары для детей,4,3,6,9
710,216058,Прежний уровень,стандарт,нет,5.2,3,1051,0.19,Товары для детей,2,1,4,6
711,216059,Прежний уровень,премиум,да,4.0,4,861,0.14,Техника для красоты и здоровья,3,4,4,11
712,216060,Прежний уровень,премиум,да,4.2,5,1031,0.21,Домашний текстиль,5,5,9,12
713,216061,Прежний уровень,премиум,да,4.8,4,851,0.18,Косметика и аксесуары,2,1,6,12
714,216062,Прежний уровень,стандарт,нет,3.9,4,311,0.26,Кухонная посуда,3,1,4,10
715,216063,Прежний уровень,премиум,да,5.2,4,982,0.28,Техника для красоты и здоровья,2,2,4,12
716,216064,Прежний уровень,премиум,да,4.3,4,732,0.11,Домашний текстиль,2,4,5,6
717,216065,Прежний уровень,стандарт,да,4.1,5,192,0.24,Косметика и аксесуары,4,4,6,16
718,216066,Прежний уровень,стандарт,нет,3.7,5,628,0.23,Мелкая бытовая техника и электроника,4,2,8,5
719,216067,Прежний уровень,премиум,да,3.9,4,865,0.24,Товары для детей,3,5,2,11
720,216068,Прежний уровень,стандарт,нет,3.9,3,1026,0.21,Товары для детей,2,2,8,13
721,216069,Прежний уровень,стандарт,да,5.5,4,1052,0.24,Домашний текстиль,2,3,6,17
722,216070,Прежний уровень,премиум,да,3.9,4,379,0.24,Мелкая бытовая техника и электроника,4,1,4,11
723,216071,Прежний уровень,стандарт,да,5.5,5,930,0.17,Косметика и аксесуары,3,3,3,6
724,216072,Прежний уровень,стандарт,да,4.7,3,906,0.22,Техника для красоты и здоровья,3,4,2,6
725,216073,Прежний уровень,стандарт,нет,5.4,4,226,0.28,Мелкая бытовая техника и электроника,6,0,7,14
726,216074,Прежний уровень,премиум,да,3.7,3,828,0.14,Товары для детей,3,3,3,7
727,216075,Прежний уровень,стандарт,да,3.6,5,505,0.26,Косметика и аксесуары,6,1,3,15
728,216076,Прежний уровень,стандарт,да,5.1,3,460,0.28,Техника для красоты и здоровья,3,0,4,14
729,216077,Прежний уровень,премиум,да,4.9,4,763,0.25,Мелкая бытовая техника и электроника,2,2,2,17
730,216078,Прежний уровень,стандарт,да,3.6,5,751,0.3,Мелкая бытовая техника и электроника,5,3,5,12
731,216079,Прежний уровень,стандарт,нет,4.0,4,297,0.23,Товары для детей,2,4,3,10
732,216080,Прежний уровень,стандарт,да,5.7,3,804,0.33,Мелкая бытовая техника и электроника,3,3,6,9
733,216081,Прежний уровень,стандарт,нет,5.3,4,527,0.3,Домашний текстиль,5,2,4,10
734,216082,Прежний уровень,стандарт,нет,4.0,3,414,0.23,Домашний текстиль,6,1,6,13
735,216083,Прежний уровень,стандарт,да,4.4,5,623,0.28,Мелкая бытовая техника и электроника,2,2,6,17
736,216084,Прежний уровень,премиум,да,5.5,5,1022,0.3,Техника для красоты и здоровья,4,1,7,13
737,216085,Прежний уровень,премиум,да,3.8,3,755,0.13,Мелкая бытовая техника и электроника,4,5,4,15
738,216086,Прежний уровень,стандарт,нет,4.3,3,494,0.25,Косметика и аксесуары,2,3,4,4
739,216087,Прежний уровень,стандарт,нет,5.1,4,166,0.31,Товары для детей,5,1,5,9
740,216088,Прежний уровень,стандарт,нет,4.7,4,946,0.18,Косметика и аксесуары,3,1,4,9
741,216089,Прежний уровень,стандарт,нет,4.6,4,561,0.2,Товары для детей,4,3,1,14
742,216090,Прежний уровень,стандарт,нет,5.5,4,793,0.27,Косметика и аксесуары,3,0,3,7
743,216091,Прежний уровень,стандарт,да,5.5,5,162,0.25,Косметика и аксесуары,6,3,2,16
744,216092,Прежний уровень,стандарт,да,4.3,5,1035,0.25,Мелкая бытовая техника и электроника,5,2,7,5
745,216093,Прежний уровень,стандарт,да,5.5,4,856,0.17,Техника для красоты и здоровья,3,2,7,13
746,216094,Прежний уровень,стандарт,нет,6.3,5,215,0.24,Техника для красоты и здоровья,5,1,2,8
747,216095,Прежний уровень,стандарт,да,5.8,4,978,0.36,Кухонная посуда,2,0,4,6
748,216096,Прежний уровень,стандарт,да,5.3,5,479,0.3,Кухонная посуда,4,4,7,10
749,216097,Прежний уровень,стандарт,да,5.0,4,698,0.27,Кухонная посуда,4,3,2,8
750,216098,Прежний уровень,стандарт,да,4.2,4,670,0.16,Мелкая бытовая техника и электроника,4,4,8,7
751,216099,Прежний уровень,стандарт,да,4.2,5,673,0.14,Товары для детей,3,2,7,9
752,216100,Прежний уровень,стандарт,нет,2.6,3,497,0.28,Техника для красоты и здоровья,3,1,5,8
753,216101,Прежний уровень,стандарт,нет,5.4,5,165,0.11,Техника для красоты и здоровья,3,5,3,11
754,216102,Прежний уровень,стандарт,да,4.1,4,511,0.25,Кухонная посуда,4,0,4,6
755,216103,Прежний уровень,стандарт,нет,5.7,4,528,0.17,Мелкая бытовая техника и электроника,3,2,3,8
756,216104,Прежний уровень,стандарт,нет,4.1,4,629,0.13,Домашний текстиль,3,0,6,14
757,216105,Прежний уровень,премиум,да,4.0,3,869,0.16,Домашний текстиль,5,2,7,14
758,216106,Прежний уровень,стандарт,да,4.4,5,360,0.28,Товары для детей,4,4,3,11
759,216107,Прежний уровень,премиум,да,4.0,4,699,0.28,Техника для красоты и здоровья,3,1,1,6
760,216108,Прежний уровень,стандарт,да,3.6,4,874,0.28,Косметика и аксесуары,3,1,4,6
761,216109,Прежний уровень,премиум,да,4.4,3,1038,0.28,Кухонная посуда,2,1,1,6
762,216110,Прежний уровень,премиум,да,5.1,4,549,0.24,Товары для детей,2,5,6,12
763,216111,Прежний уровень,стандарт,да,4.4,5,395,0.24,Товары для детей,5,2,4,18
764,216112,Прежний уровень,стандарт,да,4.6,3,179,0.21,Мелкая бытовая техника и электроника,5,1,4,4
765,216113,Прежний уровень,стандарт,да,5.1,4,797,0.25,Мелкая бытовая техника и электроника,4,5,1,8
766,216114,Прежний уровень,премиум,да,4.9,5,637,0.16,Косметика и аксесуары,4,1,3,8
767,216115,Прежний уровень,стандарт,нет,4.4,4,808,0.17,Мелкая бытовая техника и электроника,4,2,0,3
768,216116,Прежний уровень,стандарт,нет,5.3,3,660,0.19,Товары для детей,4,1,2,6
769,216117,Прежний уровень,стандарт,да,4.2,5,503,0.3,Домашний текстиль,5,5,5,19
770,216118,Прежний уровень,стандарт,да,3.6,4,417,0.3,Товары для детей,5,5,2,9
771,216119,Прежний уровень,премиум,да,4.1,3,208,0.13,Косметика и аксесуары,5,2,1,10
772,216120,Прежний уровень,стандарт,нет,4.3,5,145,0.25,Кухонная посуда,4,1,3,4
773,216121,Прежний уровень,стандарт,да,5.0,5,334,0.14,Домашний текстиль,3,3,4,14
774,216122,Прежний уровень,стандарт,да,5.8,5,365,0.17,Техника для красоты и здоровья,6,2,4,8
775,216123,Прежний уровень,стандарт,да,4.7,5,419,0.17,Мелкая бытовая техника и электроника,6,1,5,12
776,216124,Прежний уровень,премиум,да,4.4,4,707,0.23,Мелкая бытовая техника и электроника,5,1,5,7
777,216125,Прежний уровень,стандарт,да,3.3,3,151,0.15,Косметика и аксесуары,4,1,4,5
778,216126,Прежний уровень,стандарт,нет,3.9,4,125,0.14,Товары для детей,4,2,2,14
779,216127,Прежний уровень,стандарт,да,4.5,4,603,0.15,Мелкая бытовая техника и электроника,3,4,5,13
780,216128,Прежний уровень,стандарт,да,4.7,4,420,0.25,Косметика и аксесуары,3,3,2,12
781,216129,Прежний уровень,премиум,да,5.2,4,327,0.22,Домашний текстиль,3,4,7,9
782,216130,Прежний уровень,стандарт,да,3.3,3,322,0.24,Товары для детей,5,0,5,3
783,216131,Прежний уровень,стандарт,да,5.8,4,725,0.3,Товары для детей,3,4,2,6
784,216132,Прежний уровень,стандарт,да,5.5,5,718,0.15,Мелкая бытовая техника и электроника,6,1,5,6
785,216133,Прежний уровень,стандарт,нет,3.9,4,417,0.13,Мелкая бытовая техника и электроника,3,0,1,7
786,216134,Прежний уровень,премиум,да,3.3,5,786,0.16,Косметика и аксесуары,4,0,4,11
787,216135,Прежний уровень,стандарт,нет,5.6,3,563,0.21,Домашний текстиль,4,1,2,13
788,216136,Прежний уровень,стандарт,да,4.1,5,446,0.13,Домашний текстиль,6,2,4,10
789,216137,Прежний уровень,премиум,да,5.4,4,296,0.21,Домашний текстиль,3,5,7,15
790,216138,Прежний уровень,стандарт,нет,4.2,4,245,0.28,Домашний текстиль,4,2,5,6
791,216139,Прежний уровень,стандарт,да,4.8,5,860,0.17,Техника для красоты и здоровья,3,3,8,12
792,216140,Прежний уровень,премиум,да,4.9,3,881,0.13,Домашний текстиль,4,3,5,15
793,216141,Прежний уровень,стандарт,нет,4.0,4,748,0.28,Косметика и аксесуары,4,0,4,9
794,216142,Прежний уровень,стандарт,нет,5.5,5,645,0.28,Товары для детей,4,4,3,14
795,216143,Прежний уровень,стандарт,да,3.6,5,182,0.16,Товары для детей,4,2,3,8
796,216144,Прежний уровень,стандарт,да,4.8,4,541,0.29,Мелкая бытовая техника и электроника,3,5,5,9
797,216145,Прежний уровень,стандарт,да,6.6,5,955,0.17,Товары для детей,3,2,6,5
798,216146,Прежний уровень,стандарт,да,4.8,4,799,0.24,Товары для детей,4,4,9,8
799,216147,Прежний уровень,стандарт,да,5.7,4,1010,0.16,Мелкая бытовая техника и электроника,5,1,7,9
800,216148,Прежний уровень,стандарт,нет,3.6,5,180,0.32,Домашний текстиль,4,4,1,13
801,216149,Прежний уровень,стандарт,да,5.7,4,290,0.16,Мелкая бытовая техника и электроника,5,4,3,12
802,216150,Прежний уровень,стандарт,да,4.3,4,283,0.11,Кухонная посуда,3,4,5,14
803,216151,Прежний уровень,премиум,нет,2.6,4,708,0.13,Товары для детей,2,5,5,14
804,216152,Прежний уровень,стандарт,да,5.8,5,339,0.23,Косметика и аксесуары,3,2,5,9
805,216153,Прежний уровень,стандарт,нет,4.8,5,495,0.14,Косметика и аксесуары,4,3,3,8
806,216154,Прежний уровень,стандарт,да,3.2,4,320,0.18,Домашний текстиль,5,4,1,8
807,216155,Прежний уровень,стандарт,да,5.5,5,121,0.16,Кухонная посуда,4,5,5,7
808,216156,Прежний уровень,стандарт,нет,4.4,3,609,0.27,Товары для детей,5,3,1,9
809,216157,Прежний уровень,стандарт,да,4.0,3,432,0.16,Косметика и аксесуары,4,1,2,13
810,216158,Прежний уровень,стандарт,да,4.4,3,466,0.13,Товары для детей,3,4,2,6
811,216159,Прежний уровень,премиум,да,3.3,5,846,0.25,Мелкая бытовая техника и электроника,6,2,4,6
812,216160,Прежний уровень,стандарт,да,5.8,5,905,0.16,Мелкая бытовая техника и электроника,3,2,7,10
813,216161,Прежний уровень,стандарт,да,4.1,4,606,0.15,Техника для красоты и здоровья,6,1,4,12
814,216162,Прежний уровень,премиум,да,5.5,4,631,0.26,Товары для детей,4,1,4,9
815,216163,Прежний уровень,стандарт,нет,3.9,3,348,0.23,Мелкая бытовая техника и электроника,3,3,3,8
816,216164,Прежний уровень,стандарт,нет,4.9,5,274,0.21,Техника для красоты и здоровья,3,1,9,4
817,216165,Прежний уровень,стандарт,нет,5.4,4,142,0.15,Домашний текстиль,5,3,6,10
818,216166,Прежний уровень,стандарт,да,4.6,4,413,0.24,Домашний текстиль,3,4,2,10
819,216167,Прежний уровень,стандарт,нет,4.4,5,791,0.24,Кухонная посуда,3,1,4,8
820,216168,Прежний уровень,стандарт,да,5.5,4,577,0.17,Товары для детей,4,4,4,16
821,216169,Прежний уровень,премиум,да,4.1,3,748,0.13,Мелкая бытовая техника и электроника,3,1,5,6
822,216170,Прежний уровень,стандарт,да,4.7,4,955,0.25,Товары для детей,4,4,3,7
823,216171,Прежний уровень,стандарт,да,4.7,5,508,0.23,Косметика и аксесуары,4,3,5,6
824,216172,Прежний уровень,премиум,да,5.5,4,633,0.18,Товары для детей,3,4,6,12
825,216173,Прежний уровень,стандарт,нет,4.6,5,234,0.23,Техника для красоты и здоровья,5,1,6,7
826,216174,Прежний уровень,стандарт,нет,5.8,5,852,0.17,Косметика и аксесуары,3,0,6,5
827,216175,Прежний уровень,стандарт,нет,4.7,3,152,0.21,Домашний текстиль,5,3,7,14
828,216176,Прежний уровень,стандарт,да,5.2,3,343,0.3,Косметика и аксесуары,4,1,5,9
829,216177,Прежний уровень,стандарт,да,3.5,4,666,0.21,Мелкая бытовая техника и электроника,2,2,2,8
830,216178,Прежний уровень,стандарт,нет,3.3,4,353,0.18,Товары для детей,2,2,6,15
831,216179,Прежний уровень,стандарт,да,3.6,4,677,0.18,Домашний текстиль,6,1,6,9
832,216180,Прежний уровень,премиум,нет,6.6,4,887,0.25,Мелкая бытовая техника и электроника,5,3,4,13
833,216181,Прежний уровень,премиум,да,3.9,5,921,0.24,Товары для детей,5,2,8,8
834,216182,Прежний уровень,стандарт,да,6.1,4,395,0.17,Домашний текстиль,4,4,5,10
835,216183,Прежний уровень,стандарт,нет,5.3,4,192,0.25,Кухонная посуда,3,4,2,8
836,216184,Прежний уровень,стандарт,да,4.3,4,847,0.25,Техника для красоты и здоровья,5,2,3,12
837,216185,Прежний уровень,стандарт,нет,4.3,4,330,0.27,Мелкая бытовая техника и электроника,5,2,2,7
838,216186,Прежний уровень,стандарт,да,4.3,4,831,0.21,Мелкая бытовая техника и электроника,5,2,3,7
839,216187,Прежний уровень,премиум,нет,5.9,4,894,0.2,Товары для детей,4,1,2,14
840,216188,Прежний уровень,стандарт,нет,2.6,4,161,0.13,Домашний текстиль,5,4,4,8
841,216189,Прежний уровень,стандарт,да,4.4,4,940,0.21,Домашний текстиль,5,2,7,8
842,216190,Прежний уровень,премиум,да,4.0,4,951,0.33,Домашний текстиль,3,3,8,12
843,216191,Прежний уровень,стандарт,да,5.1,4,177,0.44,Косметика и аксесуары,3,2,2,7
844,216192,Прежний уровень,стандарт,да,3.3,3,641,0.27,Косметика и аксесуары,4,1,1,9
